STD_YM|STD_YMD|HDONG_CD|HDONG_NM|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
201902|20190201|1114052000|소공동|1496.35|1022.83|706.51|547.77|1673.02|3561.05|9195.82|27927.16|36659.41|15892.56|12480.58|12096.82|12500.02|13618.87|12355.91|13096.69|9317.64|15029.74|14135.83|9074.02|6032.26|6047.05|4806.65|2956.11
201902|20190201|1114054000|회현동|1692.37|1117.26|839.57|653.41|1920.52|4687.95|10936.47|27383.48|34842.48|21441.33|16609.73|19362.36|19509.21|19403.78|18210.3|20292.65|12527.29|21454.63|18214.5|11914.26|9800.64|9341.24|6884.91|4034.56
201902|20190201|1114055000|명동|2226.91|1726.1|1145.43|894.97|2513.32|5268.51|13857.93|39968.76|51536.22|26487.78|20804.34|23616.1|22517.3|21384.24|20332.71|21458.64|14434.56|25855.14|23107.23|13460.05|9797.4|8719.3|7203.45|4845.48
201902|20190201|1114057000|필동|698.73|440.7|385.99|275.64|497.41|1990.42|4679.79|12538.27|15883.98|8645.99|6594.13|6798.58|7707.22|7429.62|6900.66|9789.54|6205.74|13277.25|12101.51|5698.58|4464.46|4088.53|3385.14|1746.28
201902|20190201|1114058000|장충동|768.34|447.23|429.9|349.46|507.74|1310.67|2956.49|6409.78|7850.42|4923.87|4608.9|5104.75|4671.02|4688.82|5187.02|5211.6|3656.54|6841.98|5810.71|4463.99|2807.25|2626.12|2415.41|1398.94
201902|20190201|1114059000|광희동|1617.82|1276.68|1136.34|989.4|1480.69|3269.95|7519.65|20609.95|24289|14277.22|13002.85|13463.68|13895.81|14014.78|14215.18|15576.09|10596.4|20930.15|19260.79|12102.46|9211.87|8240.86|6349.3|4101.2
201902|20190201|1114060500|을지로동|641.29|364.04|312.54|312.74|720.65|2418.35|5824.15|17283.38|20760.96|10123.31|8195.76|8102.17|7752.02|9138.74|8704.67|9202.28|6600.02|14201.91|12982.1|6022.07|4476.52|4499.51|3495.39|2155.01
201902|20190201|1114061500|신당동|1716.26|1080.77|984.83|893.13|1160.72|1931.32|3323.3|7878.56|9044.03|6191.22|5090.5|5177.04|5239.23|5053.31|5568.43|5635.18|3997.07|6953.22|7350.29|7546.49|5265.52|4441.36|4602.85|4100.12
201902|20190201|1114062500|다산동|704.38|516.39|363.51|298.83|430.38|818.04|1683.08|4000.05|4967.36|3221.65|2683.83|2949.78|2953.25|3219.72|4004.68|4267.54|3072.87|5401.81|5394.52|3693.79|2690.56|2370.15|2233.59|1481.12
201902|20190201|1114063500|약수동|815.7|511.38|433.95|266.86|427.82|1105.89|2155.1|5365.99|5587.92|3373.26|3441.34|3416.12|3513.65|3944.19|5156.58|5536.96|3715.72|7612.27|7603.65|4774.2|3986.07|3449.29|2909.41|2027.42
201902|20190201|1114064500|청구동|328.48|236.89|180.2|121.57|170.14|488.92|1197.69|3000.73|2725.47|1598.89|1164.03|1502.4|1362.71|1664.35|1571.94|2032.86|1772.84|2402.98|2725.81|1628.63|1323.62|1351.79|1200.43|791.47
201902|20190201|1114065000|신당5동|494.14|376.47|270.43|259.04|308.12|726.61|1283.07|3716.86|3787.19|2700.21|2283.27|2407.24|2339.21|2250.92|2734.33|2497.15|1897.46|3588.6|3390.98|2324.02|2050.39|1682.39|1668.51|1085.35
201902|20190201|1114066500|동화동|311.31|226.77|171.14|142.67|212.4|333.17|596.52|1391.31|1619.41|1128.8|940|916.03|948.78|954.08|1138.43|1241.96|859.98|1345.94|1547.44|1047.01|913.41|941.16|818.7|545
201902|20190201|1114067000|황학동|650.76|437.7|317.05|291.12|429.6|943.16|1727.59|4974.41|5011.56|3566.78|3050.59|3200.04|3180.42|3192.35|3470.29|3631.64|2364.27|4960.09|4670.29|3149.66|2495.27|2131.71|2459.41|1548.51
201902|20190201|1114068000|중림동|477.94|367.58|250.94|246.04|424.54|664.25|1420.88|3581.52|5578.91|3586.75|2520.53|2140.39|2337.29|2496.22|2741.92|3036.43|2079.03|4229.29|3289.32|2413.83|2053.21|1948.86|1511.14|1010.18
201902|20190201|1135056000|월계1동|980.11|594.96|443.08|372.86|496.38|1451.65|2446.45|5475.87|4634.47|4036.69|4202.03|3560.7|4017.92|4102.37|4325.66|5731.17|4243.86|7227.98|7125.89|5379.34|4738.75|3471.75|4286.04|2051.92
201902|20190201|1135057000|월계2동|811.92|627.76|379.13|456.63|486.96|844.53|1387.49|2630.59|2643.83|2431.57|2075.31|2152.55|2438.84|2677.12|2860.74|3137.96|2427.89|3924.92|4018.97|3387.12|2596.48|2406.2|2279.99|1484.13
201902|20190201|1135058000|월계3동|1736.97|1231.38|807.19|814.86|876.8|1889.06|3123.62|5529.12|5440.85|5356.82|5012.3|5001.09|5549.48|6495.7|7167.85|8144.4|5475.73|8847.99|8500.33|7410.2|5965.77|5155.21|4724.95|2707.18
201902|20190201|1135059500|공릉1동|3138.34|2126.77|1500.78|1472.43|1542.11|3221.08|5023.27|11110.27|10844.88|9296.73|8816.71|8977.56|9920.72|10607.95|11096.62|12482.58|9061.47|15083|14500.06|11644.52|9917.35|8881.68|7825.79|5176.39
201902|20190201|1135060000|공릉2동|2901.86|1959.45|1482.55|1290.92|1600.45|2865.82|4989.67|11066.18|11443.89|9654.61|9517.3|9370.78|10944.99|10802.39|11821.8|11912.98|7830.83|12399.77|11846.64|9149.39|7682.93|7126.25|6083.7|3912.22
201902|20190201|1135061100|하계1동|1410.48|786.88|537.03|484.31|626.48|1227.13|2238.83|4714.27|5568.22|5027.88|5047.82|4482.86|5303.37|5322.96|5569.84|5854.86|3664.09|6329.81|6046.48|5205.35|4294.94|4079.8|3163.51|2037.07
201902|20190201|1135061200|하계2동|1183.41|772.67|499.54|444.51|460.68|1262.94|2324.17|4803.05|3922.4|3670.31|3536.02|3622.03|3986.74|4207.69|5022.86|5356.81|3497.16|5954.02|6838.78|5059.47|4222.56|4069.61|3432.26|2039.28
201902|20190201|1135061900|중계본동|1114.4|515.86|467.84|337.83|373.64|463.74|766.27|1336.42|1681.31|1854.63|1778.67|1998.13|2206.82|2431.9|2502.73|3023.12|1896.2|3389.03|3044.55|2746.3|2288.43|2585.43|1971.61|1343.02
201902|20190201|1135062100|중계1동|782.12|434.3|350.22|239.57|367.2|438.26|752.94|1878.64|2040.33|2106.4|2140.15|2066.11|2663.54|2951.08|3172.9|3777.41|2432.52|4807.68|3756.25|3187.63|2634.15|2939.49|1874.37|1258.87
201902|20190201|1135062400|중계4동|831.76|496.9|439.89|339.64|421.98|645.09|1067.98|2705.08|2551.78|2375.76|2158.24|2056.28|2450.03|2496.3|2715.72|3041.44|2144.37|3322.49|3653.97|2980.28|2357.08|2206.23|1951.93|1448.48
201902|20190201|1135062500|중계2.3동|1273.61|807.87|448.76|416.63|530.47|1270.24|2627.23|6423.93|5657.18|4981.64|5268.09|4820.74|5436.21|5591.82|6005.51|6711.87|4214.66|7147.94|8158.46|6065.3|4786.42|4758.44|4327.64|2246.49
201902|20190201|1135063000|상계1동|1904.62|1160.56|912.14|896.06|1007.69|1865.45|3281.24|6154.02|7605.6|6991.4|6051.74|6185.52|6502.78|6689.24|6967.8|8004.08|6562.41|10239.58|10985.96|8642.87|5866.11|5226.67|4297.79|2854.46
201902|20190201|1135064000|상계2동|1358.94|782.29|635.01|360.07|608.27|1090.39|1833.21|4909.96|5926.29|5081.19|4633.83|4866.39|5618.77|5703.46|5942.34|6483.48|4669.36|8405.82|9422.93|6526.49|4737.1|3970.08|3336.5|2303.06
201902|20190201|1135066500|상계3.4동|976.92|594.57|423.01|413.45|536.29|956.33|1566.24|3157.81|3163.78|2607.52|2707.68|2513.25|2855.85|3057.78|3177.4|3788.13|2515.02|4401.08|4836.61|3424.18|2688.24|2552.16|2446.16|1540.27
201902|20190201|1135067000|상계5동|676.79|415.39|355.64|307.77|341.01|538.31|990.61|1861.81|1933.42|1755.78|1701.44|1605.18|1972.68|2036.61|2201.68|2442.62|1762.91|3182.24|3399.5|2447.24|2002.09|1763.21|1782.69|1205.02
201902|20190201|1135069500|상계6.7동|2742.74|1811.04|1348.95|1192.64|1618.77|3145.53|6014.35|11282.84|13631.89|12147.43|11577.18|11597.45|11549.54|11857.65|13080.8|14787.82|9848.73|14907.41|15281.55|11557.88|9023.59|7884.41|6358.33|4256.87
201902|20190201|1135070000|상계8동|1342.94|917.31|751.73|642.74|718.19|1139.72|1783.73|3116.67|3250.83|3365.61|3104.07|3048.88|3150.04|3384.39|3859.16|3708.09|2761.95|4312.65|4685.23|3878.29|3007.51|2660.91|2317.97|1780.68
201902|20190201|1135071000|상계9동|753.61|496.79|408.64|334.07|392.36|607.62|791.27|1673.2|1757.76|1613.77|1499.76|1460.46|1629.95|1912.53|2156.75|2023.9|1722.87|2664.36|2750.01|2317.49|1802.76|1719.98|1565.02|1127.52
201902|20190201|1135072000|상계10동|771.51|512.59|385.45|305.34|368.21|704.3|1228.72|2658.22|2968.86|2763.84|2705.82|2802.6|3210.71|3070.76|3500.18|3321.45|2284.43|3698.75|4000.49|3100.4|2492.11|1979.21|1742.3|1309.32
201902|20190201|2711051700|동인동|681.55|492.74|343.26|269.61|398.18|750.53|1378.44|3977.86|6154.86|5058.79|4703.78|5394.03|5326.88|6294.89|7068.17|6821.96|4222.16|6024.55|6909.46|5348.8|3876.89|2869.56|2386.41|1401.49
201902|20190201|2711054500|삼덕동|727.58|502.57|407.43|252.69|304.95|534.82|1132.81|3380.97|4348.58|4037|3549.78|3767.72|3876.44|4181.03|4310.13|4449.29|2829.45|4118.57|3877.3|3810.88|2760.04|2568.21|1947.45|1326.54
201902|20190201|2711056500|성내1동|1043.46|770.65|628.32|393.1|429.02|1069.17|2219.82|6702.82|10530.56|10277.35|9916.47|11406.62|11688.34|12548.22|12198.32|11967.65|7678.68|11905.41|12217.07|8535.59|6321.75|5219.3|3795.31|2229.87
201902|20190201|2711057500|성내2동|1006.94|692.02|562.4|417.08|560.11|1215.46|2884.7|8904.89|12831.3|11344.41|10802|12756.35|12330.43|12773.45|13005.39|12684.69|7995.93|12552.57|12362.3|8077.77|5949.97|4697.04|3578.3|2048.22
201902|20190201|2711058500|성내3동|323.24|224.45|203.5|134.35|211.25|405.26|871.34|2349.86|2987.94|2503.31|2427.24|2871.58|2694.75|2846.31|3173.26|3145.01|2102.56|3363.79|3213.69|2026.49|1593.86|1333.36|1016.66|636.27
