STD_YM|STD_YMD|HDONG_CD|HDONG_NM|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
202003|20200301|1114052000|소공동|698.13|727.44|506.8|507.27|532.07|729.91|1382.57|1668.99|2351.97|2955.37|2861.21|3012.72|3431.91|3647.14|3379.7|3409.95|3415.27|3244.77|2812.14|2430.59|2478.25|2123.14|1765.69|1256.23
202003|20200301|1114054000|회현동|691.98|671|438.93|375.11|359.69|813.3|1371.5|1665.21|2453.43|3618.07|3656.81|3785.43|3835.49|4182.36|4457.15|4383.86|4314.79|3984.74|3246.91|3134.02|3083.64|2774.89|2589.12|1503.4
202003|20200301|1114055000|명동|634.18|595.12|416.66|366.28|339.74|618.31|1404.45|1956.51|2970.88|3690.43|3952.51|3971.5|4473.51|4644.51|4626.52|4243.64|4258.23|4087.17|3605.14|2929.08|2662.49|2529.71|1766.31|1437.7
202003|20200301|1114057000|필동|634.37|715.59|642.58|563.72|556.58|651.2|1161.5|1339.76|1802.79|2077.25|2091.32|2170.76|2327.54|2498.78|2464.71|2509.31|2438.59|2428.81|2318.17|1883.24|2165.96|1929.29|1598.72|1208.98
202003|20200301|1114058000|장충동|336.21|384.96|332.14|250.55|196.61|325.29|523.01|805.26|1181.64|1206.96|1524.95|1734.09|1900.54|1967.48|1914.65|1943.84|1808.69|1675.62|1401.62|1317.61|1169.48|977.98|760.95|592.08
202003|20200301|1114059000|광희동|715.44|832.26|629.37|477.5|449.34|538.85|1288.4|1594.68|2219.04|2594.23|3006.43|3122.41|3736.27|4084.96|4307.49|4051.3|4031.05|4143.32|3634.79|4186.13|3824.42|3188.09|2302.15|2022.82
202003|20200301|1114060500|을지로동|237.48|203.79|145.28|102.89|122.4|241.67|842.7|1010.5|1279.64|1678.7|1600.71|1719.42|1739.8|1940.41|1975.41|1928.8|1927.5|1943.65|1719|1454.45|1424.27|1370.63|1268.54|648.08
202003|20200301|1114061500|신당동|656.12|673.87|637.21|494.54|448.27|582.36|867.88|1068.78|1331.94|1585.4|1637.85|1963.95|2109.46|2424.18|2500.31|2280.55|2101.87|2134.03|2023.81|3236.33|3626.36|2641.69|2590.72|3419
202003|20200301|1114062500|다산동|1237.49|1351.34|1288.46|1232.87|1139.8|1223.54|1352.69|1382.53|1542.47|1698.28|1863.08|1913.33|2035.41|2043.13|2082.76|2114.16|2152.37|2249.75|2117.03|2064.84|2168.39|1934.44|1808.47|1742.53
202003|20200301|1114063500|약수동|1014.83|1135.94|1051.14|886.33|887.29|927.66|1191.1|1245.08|1463.16|1719.44|1992.35|2121.66|2375.77|2574.09|2496.41|2639.4|2590.18|2722.51|2463.57|2385.55|2338.44|2252.86|1902.95|1848.25
202003|20200301|1114064500|청구동|307.51|284.91|259.39|218.65|194.72|235.63|296.52|316.89|414.76|460.33|555.33|535.85|625.84|651.01|717.08|702.94|801.54|785.61|773.89|722.58|725.12|617.88|570.61|518.55
202003|20200301|1114065000|신당5동|269.49|305.35|251.28|178.57|162.94|195.82|284.33|314.83|400.2|555.32|572.88|696.32|789.53|909.9|949.81|905.62|942.68|976.73|869.94|859.48|847.13|722.96|585.17|522.27
202003|20200301|1114066500|동화동|461.67|461.71|449.51|373.95|391.34|391.89|490.49|480.19|593.92|589.61|691.03|745.61|800.28|823.64|934.59|848.2|967.87|998.59|929.18|899.11|879.26|797.46|728.69|671.96
202003|20200301|1114067000|황학동|264.62|291|220.17|205.56|177.76|244.93|369.71|471.13|676.21|916.69|978.44|1042.04|1263.51|1393.78|1417.55|1438.67|1425.56|1328.95|1306.32|1169.23|1251.06|1171.39|799.12|703.87
202003|20200301|1114068000|중림동|345.1|348.79|266|263.62|214.81|298.71|348.43|450.19|561.16|1064.74|768.69|759.41|866.58|1027.06|986.33|955|939.15|1025.38|917.23|841.74|806.63|734.89|705.34|427.92
202003|20200301|1135056000|월계1동|844.71|864.02|694.63|569.22|543.88|651.98|816.89|944.13|1189.79|1676.32|2023.02|1733.86|2166.02|2352.89|2467.03|2599.98|2772.44|2666.07|2425.66|2264.56|2102.68|2062.58|1510.04|1114.26
202003|20200301|1135057000|월계2동|1209.47|1319.61|1249.94|1176|1203.41|1236.77|1308.9|1361.78|1391.99|1607.9|1701.68|1713.55|1759.62|1881.24|2003.96|2047.94|1906.3|1928.38|1919.19|1737.81|1858.47|1673.03|1525.33|1471.02
202003|20200301|1135058000|월계3동|1269.19|1261.15|1091.52|929.83|888.52|1086.44|1251.61|1637.44|1953.4|2697.82|3432.87|3401.73|3919.73|4369.9|4658.18|4633.96|4537.7|4347.41|3889.02|3604.96|3185.44|2927.1|2181.27|1677.74
