STD_YM|STD_YMD|HDONG_CD|HDONG_NM|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
201903|20190301|1114052000|소공동|2161.22|1541.49|1172.81|992.14|1260.93|3405.12|4923|5654.47|8974.27|13056.96|14938.32|17375.46|19441.91|17240.33|13000.76|11048.72|11092.48|14423.43|10048.47|7591.3|7254.46|6744.85|4620.33|2972.38
201903|20190301|1114054000|회현동|2250.08|1369.71|1205.13|971.37|2030.42|5512.56|8802.95|9306.09|14078.01|18197.96|21792.16|27594.53|31745.16|27391.1|22632.26|20239.26|18901.93|18267.92|14550.94|11166.16|10210.7|9006.74|7066.75|3878.23
201903|20190301|1114055000|명동|3003.04|2239.35|1793.43|1470.48|1687.29|4129.16|7014.59|8176.14|12297.05|17262.36|20216.78|26131.73|27284.61|24905.04|21143.73|18624.49|15997.34|20427.64|16440.27|11698.34|9951.39|9524.46|6505.08|4192.29
201903|20190301|1114057000|필동|969.72|691.67|558.07|422.02|508.29|1608.9|2526.17|3005.59|4650.32|7156.48|7858.88|8842.84|11416.44|11329.65|10185.38|10697.46|9927.07|9720.1|7036.31|5860.61|4998.31|4287.25|3251.38|1426.33
201903|20190301|1114058000|장충동|997.88|683.05|539.02|441.19|553.01|1011.96|1360.21|2323.42|3625.91|4138.85|4962.44|5867.01|6016.93|9495.69|7587.45|7529.23|6747.38|5520.94|4546.24|3516.96|3162.37|2593.78|2166.22|1193.57
201903|20190301|1114059000|광희동|2508.89|1632.45|1284.7|1191.27|1423.48|2998.62|4098.7|6082.76|9803.34|11859.97|14429.75|17467.24|19070.51|20817.4|20318.18|19958.53|19447.35|18009|14715.61|12811.06|10766.73|8555.15|7308.98|4011.78
201903|20190301|1114060500|을지로동|821.23|546.15|434.84|399.88|572.14|2177.25|3103.05|3834|5785.4|6801.94|8235.63|9902.26|10876.75|10126.41|10248.22|9760.51|10196.25|9745.5|7881.78|5453.39|4886.45|4656.95|4058.38|1680.17
201903|20190301|1114061500|신당동|2144.17|1360.04|1101.76|891.12|1112.39|1905.37|2068|3182.56|4814.55|4514.4|4830.8|5573.55|5405.65|6054.17|5712.8|6164.72|5761.57|6075.01|5412.01|7676.3|5704.32|4750|4505.76|4398.08
201903|20190301|1114062500|다산동|925.06|698.57|530.84|526.59|432.95|859.33|1087.47|1363.14|2074.52|2091.03|2623.04|2909.14|3141.89|3433.42|3778.42|3590.31|4055.71|3798.63|3648|2589.25|2567.53|2252.94|1981.64|1432.88
201903|20190301|1114063500|약수동|1064.17|699.15|532.93|527.82|500.75|1090.54|1401.91|1784.77|2708.29|2719.6|3509.28|3983.95|4367.84|4384.26|5264.27|4836.1|5662.97|5117.48|5236.48|3774.47|3623.65|3259.26|2628.77|1691.31
