"사용일자","노선명","역명",승차총승객수,하차총승객수,"등록일자"
"20200401","장항선","아산","1557.0","1426.0","20200404"
"20200401","1호선","종각","31105.0","30397.0","20200404"
"20200401","1호선","종로3가","21991.0","20842.0","20200404"
"20200401","1호선","종로5가","18925.0","19126.0","20200404"
"20200401","1호선","동대문","9482.0","9373.0","20200404"
"20200401","1호선","신설동","12191.0","12140.0","20200404"
"20200401","1호선","제기동","13816.0","14067.0","20200404"
"20200401","1호선","청량리(서울시립대입구)","16949.0","16794.0","20200404"
"20200401","1호선","동묘앞","6535.0","7013.0","20200404"
"20200401","2호선","시청","20706.0","20826.0","20200404"
"20200401","2호선","을지로입구","32183.0","33482.0","20200404"
"20200401","2호선","을지로3가","18427.0","18540.0","20200404"
"20200401","2호선","을지로4가","10957.0","10800.0","20200404"
"20200401","2호선","동대문역사문화공원(DDP)","9648.0","10792.0","20200404"
"20200401","2호선","신당","11682.0","12051.0","20200404"
"20200401","2호선","상왕십리","11717.0","11231.0","20200404"
"20200401","2호선","왕십리(성동구청)","13642.0","11395.0","20200404"
"20200401","2호선","한양대","5945.0","6422.0","20200404"
"20200401","2호선","뚝섬","18383.0","19845.0","20200404"
"20200401","2호선","성수","30124.0","33060.0","20200404"
"20200401","2호선","건대입구","29656.0","31576.0","20200404"
"20200401","2호선","구의(광진구청)","21003.0","20334.0","20200404"
"20200401","2호선","강변(동서울터미널)","25768.0","25177.0","20200404"
"20200401","2호선","잠실나루","11824.0","11429.0","20200404"
"20200401","2호선","잠실(송파구청)","54890.0","53727.0","20200404"
"20200401","2호선","잠실새내","17045.0","17158.0","20200404"
"20200401","2호선","종합운동장","5516.0","6039.0","20200404"
"20200401","2호선","삼성(무역센터)","42277.0","43444.0","20200404"
"20200401","2호선","선릉","50145.0","44709.0","20200404"
"20200401","2호선","역삼","44367.0","48928.0","20200404"
"20200401","2호선","강남","74145.0","74244.0","20200404"
"20200401","2호선","교대(법원.검찰청)","29774.0","33453.0","20200404"
"20200401","2호선","서초","18269.0","18041.0","20200404"
"20200401","2호선","방배","14071.0","14465.0","20200404"
"20200401","2호선","사당","30798.0","33860.0","20200404"
"20200401","2호선","낙성대(강감찬)","23446.0","22445.0","20200404"
"20200401","2호선","서울대입구(관악구청)","40765.0","39858.0","20200404"
"20200401","2호선","봉천","21042.0","19398.0","20200404"
"20200401","2호선","신림","56523.0","54199.0","20200404"
"20200401","2호선","신대방","23304.0","22413.0","20200404"
"20200401","2호선","구로디지털단지","53378.0","53594.0","20200404"
"20200401","2호선","대림(구로구청)","21141.0","21434.0","20200404"
"20200401","2호선","신도림","40806.0","40003.0","20200404"
"20200401","2호선","문래","18175.0","18507.0","20200404"
"20200401","2호선","영등포구청","20034.0","20298.0","20200404"
"20200401","2호선","당산","17432.0","20155.0","20200404"
"20200401","2호선","합정","25809.0","27466.0","20200404"
"20200401","2호선","홍대입구","41449.0","43584.0","20200404"
"20200401","2호선","신촌","27305.0","28545.0","20200404"
"20200401","2호선","이대","9201.0","9430.0","20200404"
"20200401","2호선","아현","7827.0","7565.0","20200404"
"20200401","2호선","충정로(경기대입구)","8809.0","9341.0","20200404"
"20200401","2호선","용답","2126.0","2074.0","20200404"
"20200401","2호선","신답","1354.0","1580.0","20200404"
"20200401","2호선","신설동","2663.0","2732.0","20200404"
"20200401","2호선","도림천","1027.0","1139.0","20200404"
"20200401","2호선","양천구청","5439.0","5656.0","20200404"
"20200401","2호선","신정네거리","7799.0","8092.0","20200404"
"20200401","2호선","용두(동대문구청)","1956.0","2073.0","20200404"
"20200401","3호선","지축","2823.0","2762.0","20200404"
"20200401","3호선","구파발","17084.0","15923.0","20200404"
"20200401","3호선","연신내","33123.0","31183.0","20200404"
"20200401","3호선","불광","13640.0","14717.0","20200404"
"20200401","3호선","녹번","11631.0","10387.0","20200404"
"20200401","3호선","홍제","15054.0","14368.0","20200404"
"20200401","3호선","무악재","3267.0","3226.0","20200404"
"20200401","3호선","독립문","5819.0","6163.0","20200404"
"20200401","3호선","경복궁(정부서울청사)","14337.0","14292.0","20200404"
