"사용일자","노선명","역명",승차총승객수,하차총승객수,"등록일자"
"20200201","1호선","시청","13966.0","14315.0","20200204"
"20200201","1호선","종각","24014.0","23628.0","20200204"
"20200201","1호선","종로3가","25613.0","24969.0","20200204"
"20200201","1호선","종로5가","19922.0","19765.0","20200204"
"20200201","1호선","동대문","11346.0","11210.0","20200204"
"20200201","1호선","신설동","10517.0","10085.0","20200204"
"20200201","1호선","제기동","14752.0","14975.0","20200204"
"20200201","1호선","청량리(서울시립대입구)","18700.0","19210.0","20200204"
"20200201","1호선","동묘앞","10003.0","10716.0","20200204"
"20200201","2호선","시청","10021.0","8610.0","20200204"
"20200201","2호선","을지로입구","25872.0","25656.0","20200204"
"20200201","2호선","을지로3가","10897.0","11014.0","20200204"
"20200201","2호선","을지로4가","8071.0","8486.0","20200204"
"20200201","2호선","동대문역사문화공원","12248.0","13282.0","20200204"
"20200201","2호선","신당","10707.0","11429.0","20200204"
"20200201","2호선","상왕십리","9400.0","8652.0","20200204"
"20200201","2호선","왕십리(성동구청)","14324.0","12605.0","20200204"
"20200201","2호선","한양대","4543.0","4740.0","20200204"
"20200201","2호선","뚝섬","11531.0","11678.0","20200204"
"20200201","2호선","성수","16175.0","17802.0","20200204"
"20200201","2호선","건대입구","33033.0","36697.0","20200204"
"20200201","2호선","구의(광진구청)","16493.0","15788.0","20200204"
"20200201","2호선","강변(동서울터미널)","33163.0","32452.0","20200204"
"20200201","2호선","잠실나루","7826.0","7319.0","20200204"
"20200201","2호선","잠실(송파구청)","58011.0","55089.0","20200204"
"20200201","2호선","잠실새내","17071.0","18062.0","20200204"
"20200201","2호선","종합운동장","7077.0","7663.0","20200204"
"20200201","2호선","삼성(무역센터)","30274.0","30754.0","20200204"
"20200201","2호선","선릉","26026.0","23009.0","20200204"
"20200201","2호선","역삼","20189.0","21567.0","20200204"
"20200201","2호선","강남","65598.0","69156.0","20200204"
"20200201","2호선","교대(법원.검찰청)","19897.0","22313.0","20200204"
"20200201","2호선","서초","12416.0","11975.0","20200204"
"20200201","2호선","방배","10582.0","11042.0","20200204"
"20200201","2호선","사당","34268.0","37016.0","20200204"
"20200201","2호선","낙성대","21912.0","20012.0","20200204"
"20200201","2호선","서울대입구(관악구청)","39972.0","38731.0","20200204"
"20200201","2호선","봉천","17798.0","16459.0","20200204"
"20200201","2호선","신림","53866.0","51985.0","20200204"
"20200201","2호선","신대방","20353.0","19296.0","20200204"
"20200201","2호선","구로디지털단지","37857.0","37681.0","20200204"
"20200201","2호선","대림(구로구청)","18342.0","18896.0","20200204"
"20200201","2호선","신도림","45435.0","46224.0","20200204"
"20200201","2호선","문래","11128.0","11488.0","20200204"
"20200201","2호선","영등포구청","12795.0","12965.0","20200204"
"20200201","2호선","당산","13276.0","14739.0","20200204"
"20200201","2호선","합정","27985.0","31750.0","20200204"
"20200201","2호선","홍대입구","69648.0","78330.0","20200204"
"20200201","2호선","신촌","37013.0","38104.0","20200204"
"20200201","2호선","이대","12197.0","12887.0","20200204"
"20200201","2호선","아현","7309.0","6968.0","20200204"
"20200201","2호선","충정로(경기대입구)","6514.0","6768.0","20200204"
"20200201","2호선","용답","1851.0","1800.0","20200204"
"20200201","2호선","신답","1056.0","1049.0","20200204"
"20200201","2호선","신설동","3657.0","3629.0","20200204"
"20200201","2호선","도림천","782.0","770.0","20200204"
"20200201","2호선","양천구청","4291.0","4446.0","20200204"
"20200201","2호선","신정네거리","6892.0","6997.0","20200204"
"20200201","2호선","용두(동대문구청)","1733.0","1738.0","20200204"
"20200201","3호선","지축","1553.0","1574.0","20200204"
"20200201","3호선","구파발","14928.0","14550.0","20200204"
"20200201","3호선","연신내","32166.0","30646.0","20200204"
"20200201","3호선","불광","13336.0","15168.0","20200204"
"20200201","3호선","녹번","9152.0","8002.0","20200204"
"20200201","3호선","홍제","13876.0","13251.0","20200204"
"20200201","3호선","무악재","2635.0","2750.0","20200204"
"20200201","3호선","독립문","5647.0","5867.0","20200204"
"20200201","3호선","경복궁(정부서울청사)","16031.0","15026.0","20200204"
"20200201","3호선","안국","15077.0","16920.0","20200204"
