STD_YM|STD_YMD|HDONG_CD|HDONG_NM|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
202004|20200401|1114052000|소공동|945.26|825.35|656.39|581.2|806.22|1797.42|4297.95|13783.83|27205.18|17100.12|9185.43|8520.29|7745.54|8116.21|8638.66|8227.44|7669.94|8471.47|10366.83|7516.08|4806.01|4011.27|3490.14|2271.15
202004|20200401|1114054000|회현동|869.82|791.16|522.61|544.91|653.37|1865.45|4968.14|13714.79|23900.07|18099.99|12736.55|11569.31|10263|10940.76|11561.03|11548.76|10512.5|11518.69|14551.74|9153.61|5850.49|4818.33|3909.39|2492.78
202004|20200401|1114055000|명동|1050.49|935.05|634.6|506.86|866.92|2038.31|5728.02|18355.36|35585.08|22168.52|11760.65|10320.64|8761.44|9411.42|9619.8|9071.79|8345.22|10228.91|13716.16|9430.81|5593.46|4797.15|3558.1|2703.45
202004|20200401|1114057000|필동|761.53|622.21|503.29|470.76|518.77|775.08|2662.68|6476.28|12089.59|8530.78|5015.32|4789.15|4365.71|4702.88|4786.79|4879.85|4687.27|5800.13|8021.63|5546.31|3636.25|3085.46|2581.19|1661.18
202004|20200401|1114058000|장충동|447.32|348.72|327.92|312.02|327.81|530.41|1508.61|3923.41|6307.06|4329.86|3402.27|3542.69|3292.37|3369.97|3619.7|3547.02|3415.04|3707.73|4364.47|3354.33|2360.42|1738.24|1412.74|954.56
202004|20200401|1114059000|광희동|1132.36|914.12|783.92|683.51|813.22|1236.73|4049.49|11055.99|21791.97|13777.05|8866.01|8294.53|7043.19|7257.77|8363.2|8088.58|8297.89|10294.62|15290.16|10611.51|6590.63|5458.08|5176.12|3195.81
202004|20200401|1114060500|을지로동|448.1|294.19|248.2|221.92|473.1|887.78|3259.5|9433.48|18494.74|11577.2|6462.41|6047.42|5059.64|5262.06|5604.16|5428.15|5869.71|7241|11237.81|6271.8|3556.27|2970.9|2138.82|1794.43
202004|20200401|1114061500|신당동|1884.63|1605.98|1446.57|1229.55|1199.47|1305.81|2161.89|4519.28|7952.22|6016.07|4452.57|3905.54|3247|3383.75|3676.82|3656.72|3725.68|4925.94|6651.06|6614.75|5662.11|4011.39|3860.06|3720.51
202004|20200401|1114062500|다산동|948.98|892.14|812.04|814.91|756.5|946.23|1452.45|2780.19|4233|3466.88|2598.73|2467.76|2577.32|2480.17|2720.56|2684.07|2779.06|3505.96|4837.35|4126.95|2759.03|2314.77|2003.75|1634.57
202004|20200401|1114063500|약수동|655.59|571.83|453.92|373.68|344.67|571.53|1366.43|3365.63|4734.54|3946.07|2854.74|2530.71|2684.73|2669.46|2862.77|2906.14|3132.94|3848.87|6154.89|4980.23|3166.96|3017.75|2211.82|1902.45
202004|20200401|1114064500|청구동|358.5|286.5|226.56|231.54|216.11|296.65|543.16|1178.37|1981.39|1356.86|953.61|867.74|945.6|927.5|969.2|1051.74|1083.9|1395.92|1928.3|1828.36|1264.02|962.05|941.42|648.5
202004|20200401|1114065000|신당5동|310.95|269.01|218.1|196.66|190.27|345.42|663.62|1533.6|3211.9|2002.71|1680.07|1418.77|1437.15|1458.11|1483.17|1604.8|1700.25|2088.25|2923.25|2300.02|1545.58|1243.07|1065.62|813.76
202004|20200401|1114066500|동화동|220.28|156.28|115.62|100.29|84.13|179.08|389.41|899.92|1843.35|1171.51|775.98|716.47|748.74|740.42|783.08|881.28|884.33|1266.65|1629.65|1455.45|990.56|706.15|763.09|426.91
202004|20200401|1114067000|황학동|395.91|313.13|228.69|238.76|236.85|451.04|1125.93|2590.54|5718.33|3243.23|2529.55|2060.74|2098.07|2156.25|2257.57|2412.9|2823.92|3017.82|4850.52|3579.42|2280.69|1756.76|1391.72|1184.46
202004|20200401|1114068000|중림동|327.39|289.11|211.57|137.51|195.18|380.73|843.49|2287.48|4524.01|2802.94|1749.84|1457.37|1321.88|1566.28|1515.08|1479.03|1591.87|2109.71|3152.07|2547.64|1502.11|1336.65|1169.84|706.1
202004|20200401|1135056000|월계1동|904.91|786.01|614.81|568.92|591.92|965.58|1583.7|2574.1|4055.39|2830.55|2933.67|2683.99|2614|2675.43|2908.7|2967.56|3477.35|3784.35|5491.62|5450.7|3301.3|2900.83|2383.81|1898.18
202004|20200401|1135057000|월계2동|1373.16|1333.34|1266.85|1240.6|1262.99|1321.24|1486.07|1918.81|2022.32|1862.3|1851.63|1801.53|1795.3|1718.16|1931.99|1979.31|2010.33|2132.94|2383.05|2388.27|2088.92|1916.96|1836.58|1696.59
202004|20200401|1135058000|월계3동|1506.28|1333.8|1085.29|896.63|951.53|1595.38|2788|4428.02|5292.96|4571.86|4582.04|4776.06|4560.81|4414.17|4916.78|5565.52|5716.88|6403.73|7589.24|7126.22|5473.09|5067.89|3714.44|3073.36
202004|20200401|1135059500|공릉1동|2368.08|1974.32|1566.84|1389.07|1386.48|2185.88|4245.02|8113.42|10863.56|7983.49|6751.17|6498.67|6315.79|6519.4|7158.15|7691.95|8621.29|10315.07|13680.69|13108.75|8545.09|7227.31|6254.65|4550.92
