STD_YM|STD_YMD|HDONG_CD|HDONG_NM|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
202005|20200501|1114052000|소공동|1056.86|664.52|556.11|478.13|446.61|996.87|2049.73|3412.2|5298.01|6032.79|6369.6|7167.61|7682.77|7955.49|7367.98|7724.1|7835.67|7175.04|6583.44|5120.24|4160.91|3834.55|3439.9|2421.36
202005|20200501|1114054000|회현동|1482.09|852.54|580.49|493.59|551.73|1416.35|3416.16|5178.93|8058.68|9923.53|11616.04|12754.52|14359.3|14282.69|14091.51|13330.74|12140.7|11116.52|8842.95|6849.94|5789.65|5427.94|4720.58|3320.95
202005|20200501|1114055000|명동|1367|810.23|643.96|479.91|606.41|1100.5|2621.17|4194.36|6687|7687.44|8352.18|10052.95|10982.91|11387.93|11175.46|10760.26|9501.73|9864.65|9072.14|6508.48|5089.75|4679.15|4228.2|3109.33
202005|20200501|1114057000|필동|523.31|385.25|309.38|268.92|261.42|443.34|1376.08|2286.72|3683.83|3989.24|4400.54|4861.81|5364.5|5392.13|5551.34|5488.21|5254.51|5507.19|5106.04|4147.62|3309.94|3355.86|2647.21|1585.57
202005|20200501|1114058000|장충동|674.05|458.14|353.43|318.73|327.91|469.05|978.96|1313.62|2177.59|2475.11|2893.64|3298.67|3484.4|3517.19|3789.97|3840.5|3792.48|3478.86|2943.61|2580.67|2196.28|2022.15|1567.25|1146.75
202005|20200501|1114059000|광희동|1299.33|914.19|732.24|631.77|706.45|894.3|2220.41|3664.36|6493.68|7231.35|6735.09|7554.23|8335.41|8196.98|8753.25|8766.56|8684.22|8942.05|8102.86|6460.84|5880.27|5203.35|5028.42|3481.93
202005|20200501|1114060500|을지로동|440.08|286.48|236.46|228.19|332.11|579.04|1683.89|2923.67|5165.51|5411.12|4986.3|5297.34|5635.84|5863.96|5924.26|6038.89|5702.45|5518.37|5106.55|4033.11|3011.21|3023.33|2427.56|1716.21
202005|20200501|1114061500|신당동|2764.99|1835.95|1499.98|1285.79|1172.76|1056.09|1619.8|2460.94|3974.37|4226.89|3782.04|3795.05|3545.84|3789.78|3899.95|3989.78|4050.17|4092.97|3931.7|4523.74|5060.75|4183.24|4047.8|4144.92
202005|20200501|1114062500|다산동|1133.86|903.77|887.8|758.86|733.3|842.52|1101.21|1394.97|2116.55|2262.08|2179.86|2230.55|2630.8|2625.61|2664.78|2782.26|2864.83|3046.8|2860.88|2593.73|2277.33|2208.62|2067.06|1751.57
202005|20200501|1114063500|약수동|893.75|594.2|465.87|361.45|323.42|515.54|876.04|1411.52|1997.82|2441.62|2542.38|2602.73|3046.24|2913.68|3120.06|3403.83|3422.14|3455.49|3619.29|3020.39|2786.08|2904.87|2526.77|2303.11
202005|20200501|1114064500|청구동|352.05|289.6|239.02|201.68|194.99|233.5|391.97|565.84|866.85|874.86|825.23|897.31|964.5|1020.68|1041.77|1164.34|1119.27|1300.11|1200.38|1187.76|985.1|904.82|922.55|651.33
202005|20200501|1114065000|신당5동|405.69|260.89|213.52|152.05|172.47|255.37|431.01|702.57|1223.62|1228.19|1176.82|1276.32|1425.1|1534.42|1602.7|1684.41|1739.61|1792.37|1819.41|1522.04|1257.36|1198.32|1086.32|848.26
202005|20200501|1114066500|동화동|269.19|191.86|135.04|109.78|114.5|140.48|278.61|429.25|817.71|754.21|673.45|724.63|753.63|892.12|897.91|1031.6|928.33|1099.41|1029.42|950.38|865.55|721.72|772.61|511.35
202005|20200501|1114067000|황학동|478.9|359.19|268.7|199.06|217.13|380.67|707.88|1152.13|1889.43|2078.67|2014.19|2242.76|2285.4|2437.25|2389.9|2666.23|2691.16|2572.46|2677.39|2346.3|1877.76|1660.18|1437.05|1332.46
202005|20200501|1114068000|중림동|404.88|244.81|183.83|165.84|175.79|270.56|501.55|842.98|988.31|1232.22|1259.04|1344.72|1507.61|1634.02|1578.27|1698.48|1726.39|1671.08|1739.98|1531.76|1293.77|1232.38|1164.48|822.9
202005|20200501|1135056000|월계1동|1177.99|858.21|694.35|608.67|639.96|847.41|1344.91|1583.66|2372.75|2459.94|3239.32|3226.82|3370.94|3386.7|3483.04|3791.98|4139.13|4479.16|4311.25|3848.53|3275.08|3135.43|2644.57|2012.29
202005|20200501|1135057000|월계2동|1244.98|1114.94|1049.48|1034.22|1037.99|1109.23|1210.71|1635.14|1721.24|1704.78|1908.31|1860.95|1930.67|1848.1|1934.31|1959.82|2076|2112.24|2159.48|2037|1962.32|1925.86|1714.32|1462.16
