"사용일자","노선명","역명",승차총승객수,하차총승객수,"등록일자"
"20200301","공항철도 1호선","운서","3621.0","3795.0","20200304"
"20200301","우이신설선","신설동","636.0","646.0","20200304"
"20200301","우이신설선","보문","564.0","542.0","20200304"
"20200301","우이신설선","성신여대입구(돈암)","1170.0","1388.0","20200304"
"20200301","우이신설선","정릉","1454.0","1253.0","20200304"
"20200301","우이신설선","북한산보국문","2177.0","1932.0","20200304"
"20200301","우이신설선","솔샘","1516.0","1342.0","20200304"
"20200301","우이신설선","삼양사거리","903.0","896.0","20200304"
"20200301","우이신설선","삼양","751.0","815.0","20200304"
"20200301","우이신설선","화계","1180.0","1075.0","20200304"
"20200301","우이신설선","가오리","1444.0","1300.0","20200304"
"20200301","우이신설선","4.19민주묘지","1096.0","961.0","20200304"
"20200301","우이신설선","솔밭공원","911.0","794.0","20200304"
"20200301","우이신설선","북한산우이","1713.0","1750.0","20200304"
"20200301","9호선2~3단계","중앙보훈병원","1540.0","1528.0","20200304"
"20200301","9호선2~3단계","둔촌오륜","165.0","176.0","20200304"
"20200301","9호선2~3단계","올림픽공원(한국체대)","1334.0","1271.0","20200304"
"20200301","9호선2~3단계","한성백제","652.0","540.0","20200304"
"20200301","9호선2~3단계","송파나루","1324.0","1351.0","20200304"
"20200301","9호선2~3단계","석촌","2157.0","1812.0","20200304"
"20200301","9호선2~3단계","석촌고분","1578.0","1606.0","20200304"
"20200301","9호선2~3단계","삼전","2075.0","2047.0","20200304"
"20200301","9호선2~3단계","종합운동장","1042.0","986.0","20200304"
"20200301","9호선2~3단계","봉은사","3435.0","3363.0","20200304"
"20200301","9호선2~3단계","삼성중앙","1116.0","1077.0","20200304"
"20200301","9호선2~3단계","선정릉","1549.0","1695.0","20200304"
"20200301","9호선2~3단계","언주","1682.0","1678.0","20200304"
"20200301","공항철도 1호선","영종","1085.0","996.0","20200304"
"20200301","1호선","서울역","10457.0","10389.0","20200304"
"20200301","1호선","시청","3980.0","3937.0","20200304"
"20200301","1호선","종각","6357.0","5849.0","20200304"
"20200301","1호선","종로3가","6818.0","6361.0","20200304"
"20200301","1호선","종로5가","3942.0","4019.0","20200304"
"20200301","1호선","동대문","4304.0","5054.0","20200304"
"20200301","1호선","신설동","4440.0","4297.0","20200304"
"20200301","1호선","제기동","5161.0","5324.0","20200304"
"20200301","1호선","청량리(서울시립대입구)","7727.0","7722.0","20200304"
"20200301","1호선","동묘앞","5954.0","6020.0","20200304"
"20200301","2호선","시청","2605.0","2428.0","20200304"
"20200301","2호선","을지로입구","9489.0","9376.0","20200304"
"20200301","2호선","을지로3가","2696.0","2576.0","20200304"
"20200301","2호선","을지로4가","1605.0","1551.0","20200304"
"20200301","2호선","동대문역사문화공원","3874.0","5007.0","20200304"
"20200301","2호선","신당","4638.0","4980.0","20200304"
"20200301","2호선","상왕십리","3732.0","3597.0","20200304"
"20200301","2호선","왕십리(성동구청)","5604.0","4890.0","20200304"
"20200301","2호선","한양대","1400.0","1522.0","20200304"
"20200301","2호선","뚝섬","4589.0","4734.0","20200304"
"20200301","2호선","성수","6229.0","6863.0","20200304"
"20200301","2호선","건대입구","14248.0","15128.0","20200304"
"20200301","2호선","구의(광진구청)","7043.0","6879.0","20200304"
