STD_YM|STD_YMD|HDONG_CD|HDONG_NM|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
201905|20190501|1114052000|소공동|2666.01|1394.54|1038.93|954.17|907.27|1596.94|3437.08|6069.72|9137.57|10272.52|11185.06|13083.93|13533.37|14665.95|12500.51|10501.16|10354.18|10662.82|9432.08|7184.5|5696.42|5564.12|4825.21|3069.53
201905|20190501|1114054000|회현동|2458.07|1284.84|863.74|829.81|902.95|1970.98|5777.69|8142.32|12666.9|15279.5|16731.49|19285.22|18750.41|19062.62|18355.02|17517.14|16055.81|15440.82|12354.89|9135.54|7868.48|7430.6|6123.16|3896.17
201905|20190501|1114055000|명동|3062.8|1847.33|1456.14|1284.93|1049.47|1722.93|4421.54|7450.5|12820.69|14916.68|16151.71|18088.23|19759.87|18942.01|16551.48|14082.59|14727.3|14944.82|13739.66|9881.63|7764.65|6740.99|6073.02|3560.85
201905|20190501|1114057000|필동|1819.2|844.67|691.78|680.3|620.97|840.52|2247.18|3714.6|6994.14|7286.99|7637.53|8328.42|9160.36|8594.85|7861.37|9816.91|8904.39|8346.32|7692.96|5575.03|4552.73|4406.45|3898.89|2259.83
201905|20190501|1114058000|장충동|1132.91|667.37|537.71|453.02|474.58|680.21|1233.07|1955.93|3829.32|4167.44|4842.65|5065.92|5026.08|5266.74|5204.46|5358.17|5641.74|4673.4|3858.77|2820.62|2569.9|2249.63|1811.55|1170.94
201905|20190501|1114059000|광희동|3963.87|1965.71|1545.37|1327.03|1277.45|1667.06|3448.04|6150.41|11221.55|11476.5|11842.6|13058.1|14920.38|14690.59|14881.19|15051.77|14657.22|13789.79|11260.21|8788.64|8428.59|7413.58|6575.09|4339.68
201905|20190501|1114060500|을지로동|1134.14|439.91|375.97|348.28|420.77|698.26|2191.06|3994.03|7577.03|7642.33|6682.69|7159.5|7323.95|7480.2|6908.95|6828.2|7800.86|6942.42|6455.66|4632.35|3452.11|3765.91|3452.65|2069.95
201905|20190501|1114061500|신당동|4210.27|2623.36|2150.73|1860.82|1713.12|1841.08|2642.13|4036.59|7193.58|6705.15|6477.14|6014.48|6366.28|6188.28|6735.84|6116.99|5853.59|5922.96|5280.72|5489.04|6026.65|5407.67|5206.95|5183.45
201905|20190501|1114062500|다산동|2122.79|1693.52|1582.8|1459.55|1439.14|1649.08|2013.08|2570.31|3541.53|3697.5|3655.21|3770.82|3702.8|3941.91|4050.85|3994.84|4080.59|4185.26|4010.74|3588.72|3369.92|3167.65|3007.21|2350.01
201905|20190501|1114063500|약수동|2185.56|1381.97|1183.86|1046.92|1005.8|1260.17|1834.55|2453.06|3733.79|4041.7|3932.34|4160.31|4121.72|4172.4|4392.89|4463.78|4879.58|4955.9|4791.89|4092.84|3995.07|3759.18|3284.96|2511.48
201905|20190501|1114064500|청구동|639.7|433.63|396.53|340.94|308.1|370.33|592.4|899.06|1589.95|1400.76|1209.24|1294.39|1404.91|1463.47|1433.77|1568.55|1547.46|1761.14|1678.48|1423.2|1335.91|1156.33|1302.7|816.49
201905|20190501|1114065000|신당5동|883.39|471.86|360.9|291.49|286.8|391.01|615.21|1170.55|2118.48|1953.9|1915.96|1882.88|2022.57|1893.51|2117.01|2229.47|2207.09|2502.12|2277.29|1924.2|1710.48|1636.82|1498.54|1152.93
201905|20190501|1114066500|동화동|653.54|423.7|351.68|331|292.1|334.4|524.31|853.77|1491.11|1377.24|1340.2|1352.47|1439.52|1433.13|1564.03|1586.9|1565.14|1803.96|1750.56|1404.52|1292.89|1152.84|1185.59|787.6
201905|20190501|1114067000|황학동|1154.03|569.53|435.26|335.6|333.37|572.2|898.41|1644.35|3160.09|3088.33|2883.35|3110.2|3344.49|3364.3|3513.16|3560.6|3542.43|3669.09|3147.89|2717.95|2332.73|2179.76|1929.36|1564.76
201905|20190501|1114068000|중림동|636.45|383.26|289.52|264.33|220.8|370.42|720.07|1209.15|1689.59|1784.52|1635.29|1720.85|1654.59|1968.85|1775.62|2020.6|2207.92|2349.57|2146.88|1672.79|1605.12|1531.48|1444.06|992.26
201905|20190501|1135056000|월계1동|1801.57|1071.6|846.24|697.17|657.51|957.71|1420.99|2392.27|4050.13|3803.73|4164.67|4549.43|4379.29|4511.6|4335.88|4672.7|5094.11|5198.05|5615.5|4549.67|3922.92|3740.1|3203.64|2068.52
201905|20190501|1135057000|월계2동|879.61|655.92|550.93|491.04|496.79|604.73|815.62|1644.62|1551.69|1780.13|2151.79|2193.67|2150.53|2304.35|2307.04|2257.27|2409.2|2498.55|2416.18|2225.35|1999.34|1875.86|1481.56|1061.48
201905|20190501|1135058000|월계3동|2376.47|1509.51|1161.75|952.59|856.21|1350.09|2161.15|2884.25|3632.44|4638.13|6029.83|6674.33|6896.64|6251.41|6251.54|6744.13|7013.42|6974.42|6938.12|5880.69|5594.02|5077.02|3986.65|2539.03
