STD_YM|STD_YMD|HDONG_CD|HDONG_NM|MAN_FLOW_POP_CNT_0004|MAN_FLOW_POP_CNT_0509|MAN_FLOW_POP_CNT_1014|MAN_FLOW_POP_CNT_1519|MAN_FLOW_POP_CNT_2024|MAN_FLOW_POP_CNT_2529|MAN_FLOW_POP_CNT_3034|MAN_FLOW_POP_CNT_3539|MAN_FLOW_POP_CNT_4044|MAN_FLOW_POP_CNT_4549|MAN_FLOW_POP_CNT_5054|MAN_FLOW_POP_CNT_5559|MAN_FLOW_POP_CNT_6064|MAN_FLOW_POP_CNT_6569|MAN_FLOW_POP_CNT_70U|WMAN_FLOW_POP_CNT_0004|WMAN_FLOW_POP_CNT_0509|WMAN_FLOW_POP_CNT_1014|WMAN_FLOW_POP_CNT_1519|WMAN_FLOW_POP_CNT_2024|WMAN_FLOW_POP_CNT_2529|WMAN_FLOW_POP_CNT_3034|WMAN_FLOW_POP_CNT_3539|WMAN_FLOW_POP_CNT_4044|WMAN_FLOW_POP_CNT_4549|WMAN_FLOW_POP_CNT_5054|WMAN_FLOW_POP_CNT_5559|WMAN_FLOW_POP_CNT_6064|WMAN_FLOW_POP_CNT_6569|WMAN_FLOW_POP_CNT_70U
202005|20200501|1114052000|소공동|0|95|384.6|894.31|3052.13|6058.14|6027.39|5802|5160.08|6025.18|5907.32|5333.6|5173.17|3907.88|4625.55|0|100.14|440.38|1135.59|4633.42|6552.96|5334.08|4514.5|4010.68|4560.64|4144.51|3703.35|3343.95|2344.84|2565.12
202005|20200502|1114052000|소공동|0|102.51|519.45|991.59|2848.75|5701.04|5718.63|5196.39|4440.08|4965.8|5071.63|4970.97|4853.85|3600.57|4063.65|0|140.36|640.32|1296.99|4153.13|6176.07999999999|4869.79|4050.83|3686.91|3903.81|3701.78|3315.39|3037.75|2131.23|2409.11
202005|20200503|1114052000|소공동|0|65.0699999999999|404.76|825.54|2316.44|4737.84|4545.52|4058.64|3498.43|4113.97|4193.26|3910.55|3685.61|2822.76|3126.82|0.15|104.6|504.78|1129.38|3296.18|4935.84|3867.37|3160.31|2891.59|3085.93|2937.49|2401.29|2337.17|1543.97|1741.81
202005|20200504|1114052000|소공동|0|125.31|228.73|876.46|2987.22|7895.25|9157.9|10447.17|10029.54|11327.78|10547.8|8789.93999999999|7744.01|5571.24|6382.9|0|76.28|319.52|1175.86|5429.07|9625.69|8334.16|7450.33000000001|6938.63|7217.70000000001|6436.47|5302.17|4637.79|3070.52|3436.02
202005|20200505|1114052000|소공동|0|120.52|577.23|966.409999999999|2455.45|5275.91|4924.76|4510.33|4218.91|4820.76|5158.44|4743.56|4478.49|3326.47|3729.51|0|154.16|794.73|1386.54|3843.69|5536.17|4263.02|3622.03|3602.87|3770.89|3345.18|3201.69|2801.93|2005.99|2301.45
202005|20200506|1114052000|소공동|0|45.76|128.61|832.61|3135.35|8933.11|11464.2|14668.04|14836.25|16355.1|14073.44|11052.81|9215.72999999999|6477.13|7314.5|0|37.07|215.26|1068.45|6037.07|11136.16|10334.75|9499.52|8865.2|8669.04|7180.53|6077.17|5095.77|3247.75|3799.56
202005|20200507|1114052000|소공동|0|75.0100000000001|166.51|839.27|3361.55|9162.26|11734.29|15206.74|15257.03|16708.72|14661.38|11456.67|9523.68999999999|6837.06|7354.85|0|70.17|233.95|1213.07|6501.85|11623.24|10644.98|9891.41|8981.51999999999|8877.02|7424.02|6253.69|5163.78|3314.44|3889.47
202005|20200508|1114052000|소공동|0|92.5199999999999|242.37|968.1|3955.56|9585.47|11985.01|15381.24|14892.85|16289.55|13858.88|11389.81|9344.22|6602.14|7183.37|0|74.3|308.85|1281.94|6550.45|11567.66|10820.19|9797.49|8982.77|9052.73999999999|7438.29|6344.28|5207.15|3208.37|3855.02
202005|20200509|1114052000|소공동|0|138.65|377.29|846.41|2927.44|5927.26|6100.38|5367.11|4750.28|5380.46|5746.09999999999|5618.97|5646.95|4034.32|3967.94|0|90.9399999999999|558.62|1201.63|4190.85|5849.3|5140.44|4071.76|3770.04|3810.66|3646.33|3521.15|3216.31|2079.2|2051.5
202005|20200510|1114052000|소공동|0|81.29|339.98|772.07|2684.25|4808.29|4753.48|4015.65|3584.99|4155.78|4361.35|4140.77|4007.06|2956.38|3442.01|0|81.3499999999999|454.319999999999|1155.01|3533.98|4833.66|3833.73|3044.57|2919.54|2859.06|2761.42|2589.57|2357.08|1670.06|2001.16
202005|20200511|1114052000|소공동|0|33.06|139.61|779.11|3091.21|8705.90999999999|10800.29|14262.51|14222.58|15761.53|13701.26|10644.98|8989.37|6477.08|7132.73|0.47|31.76|159.09|1023.11|5627.85999999999|10591.53|9899.19|8936.46|8290.62|8351.16|6689.54|5676.65000000001|4817.33|3106.9|3612.48
202005|20200512|1114052000|소공동|0.03|59.29|120.13|776.19|3137|8705.26|11187.01|14694.12|14557.8|15758.8|14011.15|11060.53|9169.47|6651.94|7111.82|0|32.56|188.08|1003.25|5774.69|10873.01|10236.28|9343.94|8533.08000000001|8386.86|6834.21|5749.88|4943.92999999999|3111.51|3526.22
