STD_YM|STD_YMD|HDONG_CD|HDONG_NM|MAN_FLOW_POP_CNT_0004|MAN_FLOW_POP_CNT_0509|MAN_FLOW_POP_CNT_1014|MAN_FLOW_POP_CNT_1519|MAN_FLOW_POP_CNT_2024|MAN_FLOW_POP_CNT_2529|MAN_FLOW_POP_CNT_3034|MAN_FLOW_POP_CNT_3539|MAN_FLOW_POP_CNT_4044|MAN_FLOW_POP_CNT_4549|MAN_FLOW_POP_CNT_5054|MAN_FLOW_POP_CNT_5559|MAN_FLOW_POP_CNT_6064|MAN_FLOW_POP_CNT_6569|MAN_FLOW_POP_CNT_70U|WMAN_FLOW_POP_CNT_0004|WMAN_FLOW_POP_CNT_0509|WMAN_FLOW_POP_CNT_1014|WMAN_FLOW_POP_CNT_1519|WMAN_FLOW_POP_CNT_2024|WMAN_FLOW_POP_CNT_2529|WMAN_FLOW_POP_CNT_3034|WMAN_FLOW_POP_CNT_3539|WMAN_FLOW_POP_CNT_4044|WMAN_FLOW_POP_CNT_4549|WMAN_FLOW_POP_CNT_5054|WMAN_FLOW_POP_CNT_5559|WMAN_FLOW_POP_CNT_6064|WMAN_FLOW_POP_CNT_6569|WMAN_FLOW_POP_CNT_70U
201902|20190201|1114052000|소공동|16.64|116.18|419.7|1553.57|5196.07|11195.62|14249.35|16995.99|15538.23|18049.63|15506.88|13740.27|12896.62|9137|9882.66999999999|2.18|149.24|533.18|2092.98|8543.04|13323.19|12741.15|11628.8|10006.8|9807.06|8099.38|7260.17|5757.52999999999|3359.85|4431.71
201902|20190202|1114052000|소공동|3.14|141.07|763.3|1405.29|4235.82|7592.34|7259.61|6721.8|5951.29|6651.69|6913.96|7257.67|7969.72|5785.8|6992.65|6.71|199.69|1070.1|1870.08|6000.59|7898.27|6580.27|5714.75|4946.22|5055.32|4560.27|4364.57|3838.77|2453.97|3207.26
201902|20190203|1114052000|소공동|1.38|120.39|698.23|1117.17|3032.9|5173.35|5067.98|4761.52|3925.88|4702.36|4724.93|5005.2|5193.07|3675.38|3987.32|0.99|159.32|734.49|1351.48|3858.56|5079.63|4454.43|3905.32|3484.47|3703.24|3270.26|2984.05|2484.98|1511.67|1954.98
201902|20190204|1114052000|소공동|0.08|141.61|772.409999999999|1248.85|3001.95|4641.82|4508.23|4477.35|3914.24|4388.44|4585.6|4994.95|5105|3618.55|4013.4|0.05|163.55|870.36|1442.79|3155.11|4317.63|3676.47|3506.37|3108.99|3324.07|2841.35|2644.42|2164.35|1230.21|1520.35
201902|20190205|1114052000|소공동|0|254.7|1394.92|2190.69|3420.15|5478.3|5735.3|6318.20000000001|5661.44999999999|6527.92|6336.24|6028.84|5663.44|3576.67|3873.26|1.48|331.48|1654.4|2130.19|3667.01|4813.86|4967.92|5161.96|4856.63|5212.69|4462.94|4183.38|3265.62|1692.74|2147.09
201902|20190206|1114052000|소공동|11.77|146.26|726.41|1611.41|3695.22|6218.99|5771.42|5259.06000000001|4595.86|5291.55|5471.81|5551.9|5704.51|4088.68|4682.78|0.92|179.13|939.109999999999|1943.55|4861.57|5864.72|4851.87|4530.79|3800.53|4031.96|3687.35|3526.07|3040.49|1806.17|2258.62
201902|20190207|1114052000|소공동|7.59|88.41|408.34|1810.07|5438.19|9991.07|12585.73|15516.46|14054.1|16387.14|13936.65|12757.68|12266.62|8343.96|9235.94|5.29|110.77|680.52|2704.07|8351.07|12005.4|11441.02|10416.02|9339.48|9138.91|7463.96|6720.88|5576.05|3206.15|4108.08
201902|20190208|1114052000|소공동|7.2|113.71|418.49|2031.29|5986.55|11318.45|14130.65|17595.11|16076.43|18839.2|15885.12|14271.31|13749.44|9328.14|10238.86|5.26|120.12|691.48|2977.87|9323.82|13638.81|12571.91|11618.16|10351.98|10378.9|8469.3|7450.31|6100.74|3416.34|4434.72
201902|20190209|1114052000|소공동|3.58|204.35|996.84|2309.83|5352.29|8734.89|8738.01|8153.67|7102.98|8422.02999999999|8798.28|8823.56999999999|9538.16999999999|7062.09999999999|8353.23999999999|6.56|270.95|1763.96|3496.77|7645.14|9691.19|7831.02000000001|6876.29|6138.09|6710.51|5776.69|5611.46|5010.05|3169.95|3798.83
201902|20190210|1114052000|소공동|0.89|169.54|829|1792.23|4462.51|6531.86|6287.28|5847.02|5186.41|6132.53|6201.63|6385.54|6968.67|5026.76|5531.58|0.84|190.75|1338.97|3113.2|6285.68|7025.35|5467.45|4903.23|4387.74|4781.48|4156.05|4090.89|3607.99|2155.15|2987.47
201902|20190211|1114052000|소공동|14.25|63.82|386.48|1630.82|5542.84|10969.66|13948.3|17930.12|16748.83|19462.45|16587.49|14690.25|14189.42|9695.19|10879.65|4.61|85.9|595.899999999999|3323.23|9261.92|13137.6|12234.37|11719.25|10230.39|10407.24|8594.91999999999|7636.06|6353.07|3836.7|4991.7
201902|20190212|1114052000|소공동|5.09|77.14|420.82|1637.64|5228.47|10615.45|14140.12|18398.31|17024.82|19920.2|17287.36|15665.92|14810.52|10436.08|11298.22|1.65|89.95|722.520000000001|3000.64|9089.65|13387.91|12764.46|12236.32|10700.93|10822.92|8840.75|7967.83|6749.73|3955.62|5001.69999999999
201902|20190213|1114052000|소공동|12.74|110.6|474.21|1692.37|5241.4|10778.81|14597.62|18409.67|17202.75|20323.74|17404.83|15431.94|14435.76|9833.94|11000.46|2.05|138.46|742.54|3500.94|9104.8|13794.61|13013.76|12698.23|10856.02|11121.78|9091.53000000001|7873.52|6625.87|3940.48|5101.82
201902|20190214|1114052000|소공동|8.64|74.7400000000001|427.49|1699.99|5194.26|10882.73|14213.96|17696.53|16833.18|19504.88|16749.77|14720.66|14163.06|9783.93|10721.74|6.61|129.7|685.49|3105.03|8646.34|12972.08|12434.79|11794.75|10205.05|10250.48|8596.92|7708.06|6259.13|3657.66|4765.25
201902|20190215|1114052000|소공동|14.26|139.66|630.92|2084.04|5928.07|12338.59|15110.51|19027.88|17039.35|20051.94|17056.84|15042.87|14139.38|9716.07|10346.48|2.1|194.42|977.68|3533.19|9710.19|14647.56|13379.83|12253.77|10704.16|11150.33|8837.72|7970.23999999999|6478.73|3678.72|4509.8
201902|20190216|1114052000|소공동|8.3|258.56|1202.66|2142.25|5908.91|10395.64|10250.78|9547.55999999999|7712|9513.81000000001|9476.24|10063.07|11037.91|7689.76|9314.22|2.86|367.49|1752.13|3573.13|8622.32|11361.16|9306.6|8172.8|6952.53|7396.37|6848.05|7164.49|6020.5|3789.67|4467.41
201902|20190217|1114052000|소공동|0.2|189.59|937.32|1810.31|4596.24|7264.17|7030.58|6849.38|5679.97|6589.16|6764.06|7203.34|7322.59|5616.13|6011|0.3|243.53|1332.31|2709.97|6084.15|7501.94|6365.03999999999|5795.25|4785.57|5006.44|4494.57|4633.67|4002.42|2335.6|3180.84
201902|20190218|1114052000|소공동|0.07|116.13|460.44|1779.84|5546.99|11214.17|14266.69|18659.12|17136.29|19981.42|17017.58|15194.68|14264.84|9902.91|11133.48|5.5|125.9|758.159999999999|2710.02|8817.98|13311.84|12318.77|11665.29|10210.64|10491.71|8727.56|7899.53|6431.85|3903.2|4837.02
201902|20190219|1114052000|소공동|9.91|110.09|496.45|1584.77|4923.87|10857.47|13759.08|17756.39|16545.48|19447.61|16518.51|14872.8|14103.99|9506.17000000001|9471.44|0.2|102.94|664.76|2123.73|8017.39|13069.16|12186.45|11387.91|10210.01|10174.39|8448.77|7615.37|6077.77|3563.89|4176.29
201902|20190220|1114052000|소공동|17.28|121.87|580.07|2034.01|5460.12|11666.21|15012.92|18788.32|17920.98|20585.39|17806.23|16112.86|15086.95|10343.24|11562.27|0.55|157.71|686.92|2729.69|9464.38999999999|14081.63|13390.16|12638.6|10977.24|10911.01|9277.7|8251.88|6659.83|3882.03|4978.92
201902|20190221|1114052000|소공동|7.83999999999999|184.98|660.65|1714.34|5352.69|11695.33|15042.57|18942.61|18078.77|20964.29|18156.36|16542.31|15977.47|11301.38|12219.2|3.86|194.33|750.379999999999|2583.25|9258.79999999999|14069.49|13298.88|12466.12|11145.94|11291.46|9518.34|8692.59|7044.89|4082.26|5180.13
201902|20190222|1114052000|소공동|4.69|180.87|735.55|1988.28|6088.95|12828.5|15666.62|18964.17|17598.5|21464.64|18059.02|16331.49|15969.64|10801.75|11884.83|1.3|235.78|913.189999999999|3049.97|10085.4|14921.23|13620.72|12823.21|11252.32|11705.64|9912.47|8932.82000000001|7132.00999999999|4175.61|5341
