STD_YM|STD_YMD|HDONG_CD|HDONG_NM|MAN_FLOW_POP_CNT_0004|MAN_FLOW_POP_CNT_0509|MAN_FLOW_POP_CNT_1014|MAN_FLOW_POP_CNT_1519|MAN_FLOW_POP_CNT_2024|MAN_FLOW_POP_CNT_2529|MAN_FLOW_POP_CNT_3034|MAN_FLOW_POP_CNT_3539|MAN_FLOW_POP_CNT_4044|MAN_FLOW_POP_CNT_4549|MAN_FLOW_POP_CNT_5054|MAN_FLOW_POP_CNT_5559|MAN_FLOW_POP_CNT_6064|MAN_FLOW_POP_CNT_6569|MAN_FLOW_POP_CNT_70U|WMAN_FLOW_POP_CNT_0004|WMAN_FLOW_POP_CNT_0509|WMAN_FLOW_POP_CNT_1014|WMAN_FLOW_POP_CNT_1519|WMAN_FLOW_POP_CNT_2024|WMAN_FLOW_POP_CNT_2529|WMAN_FLOW_POP_CNT_3034|WMAN_FLOW_POP_CNT_3539|WMAN_FLOW_POP_CNT_4044|WMAN_FLOW_POP_CNT_4549|WMAN_FLOW_POP_CNT_5054|WMAN_FLOW_POP_CNT_5559|WMAN_FLOW_POP_CNT_6064|WMAN_FLOW_POP_CNT_6569|WMAN_FLOW_POP_CNT_70U
202004|20200401|1114052000|소공동|0|23.31|177.89|602.58|2504.85|7768.2|9726.63999999999|12372.83|12619.65|14152.09|12332.89|9726.99|8045.29|5607.17|5480.27|0|26.56|196.74|889.37|4841.26|9160.43|8593.61|7635.2|7328.97|7262.61|5990.86000000001|4983.53|4047.39|2495.09|2443.11
202004|20200402|1114052000|소공동|0|41.17|191.25|591.42|2679.61|7828.82|9805.63000000001|12851.66|12853.54|14213.8|12631.37|10019.1|8306.21000000001|5525.23|5469.97|0|25.16|200.75|921.88|4925.32|9513.8|8922.65|7909.22|7504.48|7456.46|6299.94|4948.13|4080.07|2426.39|2482.03
202004|20200403|1114052000|소공동|0|32.97|168.62|726.92|2996.4|8569.61999999999|10434.04|12809.47|12524.83|14011.93|12144.06|9860.95|8619.3|5666.53999999999|5532.19|0|53.96|221.25|1120.78|5215.82|9840.86|8664.90000000001|7826.26000000001|7215.18|7587.48|6343.53|5149.98|4167.83|2532.85|2535.14
202004|20200404|1114052000|소공동|0|62.66|307.69|723.27|2543.02|5679.33|5772.15|4846.74|4288.6|4733.29|4967.91|4864.2|4787.46|3308.17|3338.34|0|51.32|367.41|893.57|3583.27|5856.27|4751.49|3486.05|3198.04|3284.76|3100.53|2821.73|2429.53|1651.44|1700.35
202004|20200405|1114052000|소공동|0|28.25|227.98|589.34|1875.72|4065.55|4054.59|3427.11|3030.38|3482.77|3932.98|3422.64|3158.52|2137.12|2168.72|0|48.75|245.99|767.48|2649.44|3989.84|3114.53|2324.18|2170.11|2447.34|2147.1|1930.64|1742.58|1089.66|1005.98
202004|20200406|1114052000|소공동|0|28.97|115.89|620.11|2573.95|7898.32|9844.83|12798.08|12713.29|14317.55|12473.15|9906.92|8039.55|5628.21|5592.66|0|21.43|158.37|1055.83|4732.83|9250.72|8359.91999999999|7620.65|7263.5|7325.11|6241.42|4904.53|4022.84|2451.12|2552.15
202004|20200407|1114052000|소공동|0|38.82|119.66|665.980000000001|2438.95|7723.16|9749.86|12809.74|12392.39|14144.64|12529.82|9975.32|8301.23|5838.41|5726.95|0|26.86|152.71|1097.47|4623.44|9252.34|8386.84999999999|7690.21|7426.04|7477.48|6320.32|5125.55|4226.07|2554.98|2631.86
202004|20200408|1114052000|소공동|0|31.91|121.12|654.55|2618.3|8051.01|10114.74|12903.55|12808.59|14392.83|12784.74|10069.94|8231.62|5652.56999999999|5507.43|0|32.6|150.55|1087.78|4958.38|9470.41|9091.06999999999|8068.04|7508.36000000001|7528.83|6470.36|5123.87000000001|4088.63|2531.73|2590.78
202004|20200409|1114052000|소공동|0|35.06|134.25|545.58|2579.72|7784.51999999999|9906.14|13094.82|12915.86|14604.63|13077.27|10256.96|8241.76|5826.5|5730.06|0|31|170.76|843.54|5061.21|9731.35000000001|9027.8|8095.90000000001|7587.81|7491.65|6363.82999999999|5137.59999999999|4246.19|2505.51|2521.93
202004|20200410|1114052000|소공동|0|45.76|131.88|673.89|3080.04|8795.72|10366.22|13081.26|12815.71|14347.65|12648.27|10056.63|8697.78|6030.02|6001.47|0|42.56|173.56|984.869999999999|5539.52|10050.53|9251.38|7968.7|7690.48|7711.69|6475.5|5275.2|4299.07|2548.38|2748.87
202004|20200411|1114052000|소공동|0|53.64|311.25|747.87|2580.12|5875.98|5730.78|5181.36|4156.02|4824.04|5314.66|4926.01|4911.78|3388.2|3604.23|0|67.17|380.2|1058.72|3783.14|5898.4|4753.77|3607.72|3069.09|3557.83|3201.83|2895.23|2668.95|1740.2|1682.05
202004|20200412|1114052000|소공동|0|22.66|252.78|595.22|2047.5|4196.14|3833.59|3514.47|3168.91|3479.82|3817.32|3484.31|3367.98|2249.94|2373.71|0|57.04|294.06|811.98|2849.97|4064.87|3139.74|2503.15|2395.35|2507.21|2113.92|2046.44|1678.44|1201.23|1180.07
202004|20200413|1114052000|소공동|0|24.59|136.25|586.809999999999|2527.42|7914.4|9977.69999999999|13163.93|13195.3|14531.39|12637.29|9996.34999999999|8196.39|5833.64|5987.79|0|36.01|156.46|896.67|4928.92|9530.3|8939.38000000001|8184.4|7704.87|7640.86|6461.31|5235.33|4342.11|2608.25|2687.54
202004|20200414|1114052000|소공동|0|33.28|160.18|665.17|2673.56|8438.14999999999|10796.19|13571.23|13441.54|14887.24|13524.27|10710.41|8907.5|6148.79|6191.27|0|41.26|188.8|968.259999999999|5159.72|10014.1|9490.44|8583.61|8071.06|8203.23999999999|7003.65|5324.16|4496.66|2711.99|2958.16
202004|20200415|1114052000|소공동|0|45.17|266.35|662.13|2113.54|4779.61|4957.23|4517.66|4093.21|4778.64|5242.46|4636.4|4239.5|3045.78|3207.96|0|57.47|279.84|911.04|3264.83|5121.85|4055.61|3361.45|2870.84|3544.67|2992.81|2686.89|2375.87|1642.76|1626.32
202004|20200416|1114052000|소공동|0|32.38|138.94|553.76|2688.77|8044.13|10208.04|13545.25|13321.88|14711.37|12791.91|9917.58|8332.45|5751.7|5823.83|0|27.96|151.85|864.689999999999|5200.88|9829.73|9226.69999999999|8361.48|7570.54999999999|7549.42|6395.32|5349.75000000001|4406.12|2668.38|2826.96
202004|20200417|1114052000|소공동|0|22.65|145.53|631.69|2858.07|8384.56|10286.59|13168.72|12759.39|14048.38|12272.38|9943.53999999999|8409.68|5845.45|5525.6|0|33.44|124.5|901.35|5085.33|10024.43|9069.86|8107.22|7449.27|7492.79|6395.20999999999|4986.3|4141.31|2332.52|2543.49
202004|20200418|1114052000|소공동|0.97|81.1399999999999|361.95|865.52|2805.31|6110.72|6285.18|5498.1|4673.11|5206.03|5589.52|5269.95|5208.12|3870.07|3975.81|0|96.27|452.72|1078.88|3972.05|6423|5239.98|4109.16|3457.42|3751.5|3492.56|3243.76|3015.47|1838.1|2129.41
202004|20200419|1114052000|소공동|0|41.99|245.54|576.01|1781.97|3921.32|3917.37|3456.79|2903.81|3549.26|3830.68|3440.11|3394.93|2366.38|2413.03|0|44.66|248.9|763.109999999999|2596.21|3929|3230.32|2600.39|2230.82|2516.28|2187.4|2023.12|1884.69|1171.17|1177.6
202004|20200420|1114052000|소공동|0|31.57|141.15|611.63|2564.83|8031.35|10154.9|13332.12|13087.93|14947.44|12762.58|10161.59|8290.47|5824.01|6149.59|0|30.89|126.61|828.84|5003.85|9747.93|9115.64|7974.26|7490.82|7478.62|6244.14|5156.46|4252.21|2620.79|2796.31
