STD_YM|STD_YMD|HDONG_CD|HDONG_NM|MAN_FLOW_POP_CNT_0004|MAN_FLOW_POP_CNT_0509|MAN_FLOW_POP_CNT_1014|MAN_FLOW_POP_CNT_1519|MAN_FLOW_POP_CNT_2024|MAN_FLOW_POP_CNT_2529|MAN_FLOW_POP_CNT_3034|MAN_FLOW_POP_CNT_3539|MAN_FLOW_POP_CNT_4044|MAN_FLOW_POP_CNT_4549|MAN_FLOW_POP_CNT_5054|MAN_FLOW_POP_CNT_5559|MAN_FLOW_POP_CNT_6064|MAN_FLOW_POP_CNT_6569|MAN_FLOW_POP_CNT_70U|WMAN_FLOW_POP_CNT_0004|WMAN_FLOW_POP_CNT_0509|WMAN_FLOW_POP_CNT_1014|WMAN_FLOW_POP_CNT_1519|WMAN_FLOW_POP_CNT_2024|WMAN_FLOW_POP_CNT_2529|WMAN_FLOW_POP_CNT_3034|WMAN_FLOW_POP_CNT_3539|WMAN_FLOW_POP_CNT_4044|WMAN_FLOW_POP_CNT_4549|WMAN_FLOW_POP_CNT_5054|WMAN_FLOW_POP_CNT_5559|WMAN_FLOW_POP_CNT_6064|WMAN_FLOW_POP_CNT_6569|WMAN_FLOW_POP_CNT_70U
202003|20200301|1114052000|소공동|0|34.14|122.68|341.65|1471.38|3433.23|3439.29|3156.59|2968.78|3239.86|3739.87|3045.12|2837.63|1948.06|1867.67|0|22.99|140.07|433.72|1815.97|2939.99|2426.43|1850.44|1731.68|1994.83|1703.12|1507.75|1377.69|912.869999999999|825.71
202003|20200302|1114052000|소공동|0|43.84|98.5700000000001|445.49|2303.16|7675.45|9972.82|12493.19|12269.32|13910.47|12330.31|9733.71|7690.52|5313.94|5460.37|0|23.11|131.49|624.43|4150.77|8794.86|8549.25|7490.94|7160.74|7302.36|6159.65|4812.49|3913.81|2384.89|2330.57
202003|20200303|1114052000|소공동|0|22.1|93.0100000000001|442.34|2351.72|7450.58|9656.85|12392.97|12258.65|13680.53|12429.34|10007.1|7883.78|5363.37|5549.01|0|23.9|136.57|716.36|4125.16|8795.52|8337.42|7409.52|7158.29999999999|7185.86000000001|6173.84|4953.33|3881.59|2310.78|2292.79
202003|20200304|1114052000|소공동|0|11.24|117.49|470.16|2313.02|7493.1|9770.18|12352.71|12423.45|13617.5|12465.86|9983.58|8046.23|5230.44|5274.25|0|29.07|135.53|691.2|4195.51|8856.31|8262.34|7300.34|7094.52|7226.44|5983.26|4799.65|3708.69|2207.94|2223.25
202003|20200305|1114052000|소공동|0|20.76|125.99|429.68|2349.68|7620.82999999999|9716.26|12391.12|12575.42|13993.79|12403.28|10022.98|8112.14|5316.35|5298.56|0|29.57|169.56|702.2|4308.63|8875.45|8312.12|7438.23|7296.87|7481.55|6161.67|4780.56|3839.02|2265.34|2145.48
202003|20200306|1114052000|소공동|0|32.33|112.79|506|2636.46|8076.25|10264.2|12679.01|12349.63|13994.51|12294.12|9910.26|8368.79000000001|5574.57|5493.38|0|36.71|178.59|817.88|4610.44|9174.45|8549.49|7464.43|7211.83|7512.76|6345.07|4881.57|4093.04|2390.33|2356.16
202003|20200307|1114052000|소공동|0|45.84|176.45|552.18|2080.18|5313.73|5204.54|4453.7|4083.73|4582.13999999999|5081.04|4706.15|4630.37|3099.86|3360.48|0.04|38.09|212.99|678.78|2961.5|4993.64|3966.09|2959.23|2598.29|2947.65|2807.65|2610.41|2149.81|1494.47|1465.91
202003|20200308|1114052000|소공동|0|56.36|148.62|438.44|1845.53|4069.96|3749.89|3275.34|3032.37|3320.17|3725.89|3263.51|3107.14|2090.56|2202.38|0|40.41|198.03|608.44|2392.12|3689.94|2803.75|2118.83|2016.03|2165.8|1991.71|1842.18|1493.01|1030.86|923.59
202003|20200309|1114052000|소공동|0|24.98|125.01|508.06|2529.69|7528.43|9831.62|12654.89|12453.51|13735.52|12286.18|9833.62|7830.74|5369.53|5654.27|0|27.44|198.41|961.1|4606.46|9060.49999999999|8450.72|7523.57|7237.67|7520.78000000001|6321.25|4960.13|4039.52|2437.46|2490.14
202003|20200310|1114052000|소공동|0|21.92|91.58|397.25|2234.91|7536|9514.2|12458.15|12244.73|13779.46|12396.16|9907.08000000001|7764.69|5146.08|4929.07|0|18.95|174.32|717.440000000001|4196.82|8838.57|8399.91|7317.74000000001|7340.08|7329.09|5925.85|4652.46|3659.82|2152.64|2070.18
202003|20200311|1114052000|소공동|0|23.41|109.27|548.89|2531.26|7846.35|10022.34|12905.23|12712.27|14394.73|12942.31|9934.88|8217.04|5472.35|5263.33|0|26.3|156.12|825.86|4718.9|9430.60000000001|8908.41|7721.61|7426.96|7685.81|6400.76|4862.27|4034.01|2249.38|2392.88
202003|20200312|1114052000|소공동|0|14.91|120.76|505.09|2569.76|7668.83|9774.45999999999|12669.17|12781.55|14078.93|12623.6|9926.45000000001|7929.82|5437.61|5446.53|0|19.53|175.63|870.87|4522.15|9248.32|8502.90999999999|7518.23|7134.59|7372.52|6253.65|4766.57|3869.16|2229.67|2185.69
