STD_YM|STD_YMD|HDONG_CD|HDONG_NM|MAN_FLOW_POP_CNT_0004|MAN_FLOW_POP_CNT_0509|MAN_FLOW_POP_CNT_1014|MAN_FLOW_POP_CNT_1519|MAN_FLOW_POP_CNT_2024|MAN_FLOW_POP_CNT_2529|MAN_FLOW_POP_CNT_3034|MAN_FLOW_POP_CNT_3539|MAN_FLOW_POP_CNT_4044|MAN_FLOW_POP_CNT_4549|MAN_FLOW_POP_CNT_5054|MAN_FLOW_POP_CNT_5559|MAN_FLOW_POP_CNT_6064|MAN_FLOW_POP_CNT_6569|MAN_FLOW_POP_CNT_70U|WMAN_FLOW_POP_CNT_0004|WMAN_FLOW_POP_CNT_0509|WMAN_FLOW_POP_CNT_1014|WMAN_FLOW_POP_CNT_1519|WMAN_FLOW_POP_CNT_2024|WMAN_FLOW_POP_CNT_2529|WMAN_FLOW_POP_CNT_3034|WMAN_FLOW_POP_CNT_3539|WMAN_FLOW_POP_CNT_4044|WMAN_FLOW_POP_CNT_4549|WMAN_FLOW_POP_CNT_5054|WMAN_FLOW_POP_CNT_5559|WMAN_FLOW_POP_CNT_6064|WMAN_FLOW_POP_CNT_6569|WMAN_FLOW_POP_CNT_70U
201904|20190401|1114052000|소공동|0|34.49|227.63|1751.24|4432.71|9887.49|12360.66|15727.58|15034.92|16664.28|13860.54|11792.17|10147.88|6658.93|7889.51|0|45.51|439.75|2715.39|8160.65|11793.63|10581.21|10640.85|9406.93|9421.28|7633.48999999999|6720.31|5553.93|3416.43|4466.18
201904|20190402|1114052000|소공동|0|45.58|298.55|1828.35|4426.91|10091|12526.88|16084.55|15353.26|17338.82|14373.53|12424.22|10862.08|6927.77|8295.12|0|49.92|544.6|2843.69|8577.53000000001|12616.4|10993.6|11389.52|9825.28|9943.18|8175.49|6894.36999999999|5854.54|3611.67|4548.28
201904|20190403|1114052000|소공동|0.92|32.91|385.17|2083.44|4403.56|10118.25|12433.41|16078.63|15450.55|17624.68|14648.91|12527.6|10885.07|7081.6|7999.6|0|51.3600000000001|588.26|3161.7|8665.71|12764.67|11564.47|11330.3|9966.36|9829.29|8220.95|7057.14|5762.58|3509.57|4534.91
201904|20190404|1114052000|소공동|0.66|55.7400000000001|581.27|2426.54|5683.81|11204.1|14097.77|17891.6|17006.42|19575.99|16046.19|13961.96|12311.97|8305.16999999999|9372.81|0|68.4|744.85|3531.2|10705.05|14508.25|13018.92|12863.44|11468.18|11143.73|9045.17|7765.01|6395.34|3849.54|5139.66
201904|20190405|1114052000|소공동|0|82.98|483.41|2458.74|6215.23|11999.35|14298.85|18039.19|17173.36|19362.12|15643.44|13977.5|12229.02|7917.80000000001|8913|0.38|99.9|724.01|4008.17|11089.49|14893.79|13103.04|13085.59|11555.33|11500.82|9296.25|7937.18|6564.79|4012.26|5081.52
201904|20190406|1114052000|소공동|0|184|950.27|2133.79|5137.85000000001|9099.03|8716.78|8045.08|6810.75999999999|8165.46|7866.35|8266.88|8563.88|5761.29|6862.84|0|306.28|1225.31|2831.06|7852.38|10045.54|8341.42999999999|7345.41|6223.24|6630.2|5997.2|6074.71|5215.45|3308.47|4142.73
201904|20190407|1114052000|소공동|0.06|174.67|810.85|1800.68|4304.47|7390.93|6598.13|5978.89|5345.44|6068.44|6026.04|5933.96|5998.79|4266.19|5061.63|0|271.17|998.43|2440.86|6351.34|7583.44|6119.81|5705.2|4690.62|4900.36|4305.66|4594.69|3806.44|2457.48|3222.91
201904|20190408|1114052000|소공동|1.89|58.49|352.85|2004.69|5819.89|11321.77|13870.52|17905.97|16854.77|19047.2|15732.55|13222.44|11489.9|7494.02|8795.49|0|84.55|576.59|3377.16|10337.52|14092.34|12517.57|11953.64|11002.7|10797.37|8665.62|7548.16|6213.87|3948.67|5058.83
201904|20190409|1114052000|소공동|5.74|67.53|471.9|1971.76|5569.19|11072.65|14047.4|18314.88|17448.13|19528.07|16085.83|13535.3|11760.61|8038.75|9005.34|0|56.84|796.71|3338.01|9849.92|14498.37|12802.65|12914.9|11411.37|11332.34|8997.57|7772.39|6219.68|3960.27|5209.69
201904|20190410|1114052000|소공동|3.67|106.47|514.47|2095.6|5475.3|10990.75|14024.84|18213.76|17140.9|19264.4|15832.7|13330.98|11338.98|7495.59|8536.63|0|76.63|800.720000000001|3444.48|9829.16999999999|14327.12|13060.09|12700.27|11191.7|10979.52|8704.83|7610.04|6027.79|3737.12|4606.61
201904|20190411|1114052000|소공동|0|69.75|524.340000000001|2094.83|5957.75|11320.27|14265.59|18307.73|17655.34|19814.09|16342.84|14206.27|12541.31|8216.63|9302.9|0|67.55|795.38|3539.01|10825.26|15124.05|13318.42|13285.17|11548.29|11548.84|9339.98|7981.41|6521.72|4160.18|5294.95
201904|20190412|1114052000|소공동|0.48|97.97|575.32|2793.06|6440.91|12262.39|14584.17|18136.69|17294.13|19410.29|15963.43|13902.23|12570.27|8011.88|9487.19|0|80.15|891.150000000001|4134.2|10865.72|15452.42|13588.25|13423.71|11815.9|11800.15|9661.56|8170.85|6625.42|4114.63|5315.05
201904|20190413|1114052000|소공동|0|323.69|1145.81|2018.86|5272.88|9231.89|9186.88|8749.65|7564.28|9343.68|8825.19|9384.31|9281.66|6320.69|7830.38|0|397.87|1504.79|2585.95|7752.24|10414.15|8814.63|8201.35|7087.77|7452.05|6696.37999999999|6539.16|6084.71|3659.56|4654.66
201904|20190414|1114052000|소공동|0|127.32|786.48|1406.35|3573.63|6580.37|6002.71|5546.04|4741.47|5649.87|5809.54|5507.22|5646.99|3848.11|4333.13|0|194.28|720.35|1783.68|5002.01|6713.29|5296.16999999999|4850.2|4167.91|4264.08|3994.8|4007.95|3369.71|2113.95|2751.04
201904|20190415|1114052000|소공동|0|55.74|454.33|1850.5|5179.42|10893.54|13360.16|17217.84|16730.9|19213.43|15736.8|13312.55|11670.49|7624.31|9025.47|0.24|65.3499999999999|731.75|3011.11|9176.73|13334.99|11836.12|11852.22|10892.86|10687.61|8746.77|7394.71|6230.16|3853.36|5259.46
201904|20190416|1114052000|소공동|0|86.07|618.26|1914.21|5275.03|11526.58|14085.23|18067.7|17340.15|19637.87|16032.49|13827.52|12195.87|8208.35|9409.09000000001|0|87.77|833.94|3129.83|9898.18|14850.54|12913.28|13161.71|11557.22|11456.53|9296.8|8021.37999999999|6592.73|4061.63|5353.96
201904|20190417|1114052000|소공동|0|81.4000000000001|904.71|2056.12|4985.22|11080.52|13751.17|17992.46|17320.47|19920.39|16279.5|13933.4|12267|7939.89|9127.1|0|104.59|1162.38|3284.6|9649.86|14536.53|13347.91|12994.22|11427.12|11614.01|9213.35|7901.26|6541.72|3932.92|5202.91
